vchRegionCode	StateTest	Subject	Grade	ProficiencyLevel	ProficiencyLevelName	MinSS	MaxSS	Linked
HI	HI	Reading	10	3	Level 3	958	1314	0
HI	HI	Reading	10	4	Level 4	1315	1400	0
HI	HI	Reading	11	1	Level 1	0	715	0
HI	HI	Reading	11	2	Level 2	716	992	0
HI	HI	Reading	11	3	Level 3	993	1321	0
HI	HI	Reading	11	4	Level 4	1322	1400	0
HI	HI	Reading	12	1	Level 1	0	761	0
HI	HI	Reading	12	2	Level 2	762	1079	0
HI	HI	Reading	12	3	Level 3	1080	1332	0
HI	HI	Reading	12	4	Level 4	1333	1400	0
IA	IA	Math	1	1	Not Proficient	0	371	0
IA	IA	Math	1	2	Proficient	372	474	0
IA	IA	Math	1	3	Advanced	475	1400	0
IA	IA	Math	2	1	Not Proficient	0	490	0
IA	IA	Math	2	2	Proficient	491	576	0
IA	IA	Math	2	3	Advanced	577	1400	0
IA	IA	Math	3	1	Not Proficient	0	582	1
IA	IA	Math	3	2	Proficient	583	671	1
IA	IA	Math	3	3	Advanced	672	1400	1
IA	IA	Math	4	1	Not Proficient	0	631	1
IA	IA	Math	4	2	Proficient	632	730	1
IA	IA	Math	4	3	Advanced	731	1400	1
IA	IA	Math	5	1	Not Proficient	0	684	1
IA	IA	Math	5	2	Proficient	685	804	1
IA	IA	Math	5	3	Advanced	805	1400	1
IA	IA	Math	6	1	Not Proficient	0	751	1
IA	IA	Math	6	2	Proficient	752	850	1
IA	IA	Math	6	3	Advanced	851	1400	1
IA	IA	Math	7	1	Not Proficient	0	745	1
IA	IA	Math	7	2	Proficient	746	885	1
IA	IA	Math	7	3	Advanced	886	1400	1
IA	IA	Math	8	1	Not Proficient	0	785	1
IA	IA	Math	8	2	Proficient	786	896	1
IA	IA	Math	8	3	Advanced	897	1400	1
IA	IA	Math	9	1	Not Proficient	0	794	0
IA	IA	Math	9	2	Proficient	795	899	0
IA	IA	Math	9	3	Advanced	900	1400	0
IA	IA	Math	10	1	Not Proficient	0	798	0
IA	IA	Math	10	2	Proficient	799	904	0
IA	IA	Math	10	3	Advanced	905	1400	0
IA	IA	Math	11	1	Not Proficient	0	813	0
IA	IA	Math	11	2	Proficient	814	921	0
IA	IA	Math	11	3	Advanced	922	1400	0
IA	IA	Math	12	1	Not Proficient	0	828	0
IA	IA	Math	12	2	Proficient	829	928	0
IA	IA	Math	12	3	Advanced	929	1400	0
IA	IA	Reading	1	1	Not Proficient	0	93	0
IA	IA	Reading	1	2	Proficient	94	320	0
IA	IA	Reading	1	3	Advanced	321	1400	0
IA	IA	Reading	2	1	Not Proficient	0	236	0
IA	IA	Reading	2	2	Proficient	237	478	0
IA	IA	Reading	2	3	Advanced	479	1400	0
IA	IA	Reading	3	1	Not Proficient	0	330	1
IA	IA	Reading	3	2	Proficient	331	630	1
IA	IA	Reading	3	3	Advanced	631	1400	1
IA	IA	Reading	4	1	Not Proficient	0	454	1
IA	IA	Reading	4	2	Proficient	455	799	1
IA	IA	Reading	4	3	Advanced	800	1400	1
IA	IA	Reading	5	1	Not Proficient	0	532	1
IA	IA	Reading	5	2	Proficient	533	930	1
IA	IA	Reading	5	3	Advanced	931	1400	1
IA	IA	Reading	6	1	Not Proficient	0	642	1
IA	IA	Reading	6	2	Proficient	643	1107	1
IA	IA	Reading	6	3	Advanced	1108	1400	1
IA	IA	Reading	7	1	Not Proficient	0	674	1
IA	IA	Reading	7	2	Proficient	675	1253	1
IA	IA	Reading	7	3	Advanced	1254	1400	1
IA	IA	Reading	8	1	Not Proficient	0	800	1
IA	IA	Reading	8	2	Proficient	801	1314	1
IA	IA	Reading	8	3	Advanced	1315	1400	1
IA	IA	Reading	9	1	Not Proficient	0	902	0
IA	IA	Reading	9	2	Proficient	903	1327	0
IA	IA	Reading	9	3	Advanced	1328	1400	0
IA	IA	Reading	10	1	Not Proficient	0	927	0
IA	IA	Reading	10	2	Proficient	928	1335	0
IA	IA	Reading	10	3	Advanced	1336	1400	0
IA	IA	Reading	11	1	Not Proficient	0	966	0
IA	IA	Reading	11	2	Proficient	967	1340	0
IA	IA	Reading	11	3	Advanced	1341	1400	0
IA	IA	Reading	12	1	Not Proficient	0	1027	0
IA	IA	Reading	12	2	Proficient	1028	1344	0
IA	IA	Reading	12	3	Advanced	1345	1400	0
ID	ID	Math	1	1	Level 1	0	336	0
ID	ID	Math	1	2	Level 2	337	417	0
ID	ID	Math	1	3	Level 3	418	498	0
ID	ID	Math	1	4	Level 4	499	1400	0
ID	ID	Math	2	1	Level 1	0	457	0
ID	ID	Math	2	2	Level 2	458	528	0
ID	ID	Math	2	3	Level 3	529	601	0
ID	ID	Math	2	4	Level 4	602	1400	0
ID	ID	Math	3	1	Level 1	0	546	1
ID	ID	Math	3	2	Level 2	547	620	1
ID	ID	Math	3	3	Level 3	621	686	1
ID	ID	Math	3	4	Level 4	687	1400	1
ID	ID	Math	4	1	Level 1	0	602	1
ID	ID	Math	4	2	Level 2	603	695	1
ID	ID	Math	4	3	Level 3	696	771	1
ID	ID	Math	4	4	Level 4	772	1400	1
ID	ID	Math	5	1	Level 1	0	692	1
ID	ID	Math	5	2	Level 2	693	781	1
ID	ID	Math	5	3	Level 3	782	826	1
ID	ID	Math	5	4	Level 4	827	1400	1
ID	ID	Math	6	1	Level 1	0	716	1
ID	ID	Math	6	2	Level 2	717	807	1
ID	ID	Math	6	3	Level 3	808	859	1
ID	ID	Math	6	4	Level 4	860	1400	1
ID	ID	Math	7	1	Level 1	0	745	1
ID	ID	Math	7	2	Level 2	746	830	1
ID	ID	Math	7	3	Level 3	831	885	1
ID	ID	Math	7	4	Level 4	886	1400	1
ID	ID	Math	8	1	Level 1	0	783	1
ID	ID	Math	8	2	Level 2	784	851	1
ID	ID	Math	8	3	Level 3	852	891	1
ID	ID	Math	8	4	Level 4	892	1400	1
ID	ID	Math	9	1	Level 1	0	790	0
ID	ID	Math	9	2	Level 2	791	852	0
ID	ID	Math	9	3	Level 3	853	895	0
ID	ID	Math	9	4	Level 4	896	1400	0
ID	ID	Math	10	1	Level 1	0	796	0
ID	ID	Math	10	2	Level 2	797	858	0
ID	ID	Math	10	3	Level 3	859	900	0
ID	ID	Math	10	4	Level 4	901	1400	0
ID	ID	Math	11	1	Level 1	0	813	0
ID	ID	Math	11	2	Level 2	814	873	0
ID	ID	Math	11	3	Level 3	874	918	0
ID	ID	Math	11	4	Level 4	919	1400	0
ID	ID	Math	12	1	Level 1	0	826	0
ID	ID	Math	12	2	Level 2	827	890	0
ID	ID	Math	12	3	Level 3	891	925	0
ID	ID	Math	12	4	Level 4	926	1400	0
ID	ID	Reading	1	1	Level 1	0	90	0
ID	ID	Reading	1	2	Level 2	91	165	0
ID	ID	Reading	1	3	Level 3	166	248	0
ID	ID	Reading	1	4	Level 4	249	1400	0
ID	ID	Reading	2	1	Level 1	0	232	0
ID	ID	Reading	2	2	Level 2	233	337	0
ID	ID	Reading	2	3	Level 3	338	435	0
ID	ID	Reading	2	4	Level 4	436	1400	0
ID	ID	Reading	3	1	Level 1	0	332	1
ID	ID	Reading	3	2	Level 2	333	454	1
ID	ID	Reading	3	3	Level 3	455	561	1
ID	ID	Reading	3	4	Level 4	562	1400	1
ID	ID	Reading	4	1	Level 1	0	434	1
ID	ID	Reading	4	2	Level 2	435	530	1
ID	ID	Reading	4	3	Level 3	531	660	1
ID	ID	Reading	4	4	Level 4	661	1400	1
ID	ID	Reading	5	1	Level 1	0	483	1
ID	ID	Reading	5	2	Level 2	484	599	1
ID	ID	Reading	5	3	Level 3	600	852	1
ID	ID	Reading	5	4	Level 4	853	1400	1
ID	ID	Reading	6	1	Level 1	0	499	1
ID	ID	Reading	6	2	Level 2	500	691	1
ID	ID	Reading	6	3	Level 3	692	1015	1
ID	ID	Reading	6	4	Level 4	1016	1400	1
ID	ID	Reading	7	1	Level 1	0	576	1
ID	ID	Reading	7	2	Level 2	577	772	1
ID	ID	Reading	7	3	Level 3	773	1168	1
ID	ID	Reading	7	4	Level 4	1169	1400	1
ID	ID	Reading	8	1	Level 1	0	589	1
ID	ID	Reading	8	2	Level 2	590	857	1
ID	ID	Reading	8	3	Level 3	858	1249	1
ID	ID	Reading	8	4	Level 4	1250	1400	1
ID	ID	Reading	9	1	Level 1	0	661	0
ID	ID	Reading	9	2	Level 2	662	918	0
ID	ID	Reading	9	3	Level 3	919	1291	0
ID	ID	Reading	9	4	Level 4	1292	1400	0
ID	ID	Reading	10	1	Level 1	0	674	0
ID	ID	Reading	10	2	Level 2	675	957	0
ID	ID	Reading	10	3	Level 3	958	1314	0
ID	ID	Reading	10	4	Level 4	1315	1400	0
ID	ID	Reading	11	1	Level 1	0	715	0
ID	ID	Reading	11	2	Level 2	716	992	0
ID	ID	Reading	11	3	Level 3	993	1321	0
ID	ID	Reading	11	4	Level 4	1322	1400	0
ID	ID	Reading	12	1	Level 1	0	761	0
ID	ID	Reading	12	2	Level 2	762	1079	0
ID	ID	Reading	12	3	Level 3	1080	1332	0
ID	ID	Reading	12	4	Level 4	1333	1400	0
IL	IL	Math	1	1	Level 1	0	297	0
IL	IL	Math	1	2	Level 2	298	381	0
IL	IL	Math	1	3	Level 3	382	448	0
IL	IL	Math	1	4	Level 4	449	569	0
IL	IL	Math	1	5	Level 5	570	1400	0
IL	IL	Math	2	1	Level 1	0	422	0
IL	IL	Math	2	2	Level 2	423	497	0
IL	IL	Math	2	3	Level 3	498	557	0
IL	IL	Math	2	4	Level 4	558	659	0
IL	IL	Math	2	5	Level 5	660	1400	0
IL	IL	Math	3	1	Level 1	0	503	1
IL	IL	Math	3	2	Level 2	504	588	1
IL	IL	Math	3	3	Level 3	589	648	1
IL	IL	Math	3	4	Level 4	649	742	1
IL	IL	Math	3	5	Level 5	743	1400	1
IL	IL	Math	4	1	Level 1	0	561	1
IL	IL	Math	4	2	Level 2	562	661	1
IL	IL	Math	4	3	Level 3	662	735	1
IL	IL	Math	4	4	Level 4	736	850	1
IL	IL	Math	4	5	Level 5	851	1400	1
IL	IL	Math	5	1	Level 1	0	613	1
IL	IL	Math	5	2	Level 2	614	720	1
IL	IL	Math	5	3	Level 3	721	804	1
IL	IL	Math	5	4	Level 4	805	901	1
IL	IL	Math	5	5	Level 5	902	1400	1
IL	IL	Math	6	1	Level 1	0	649	1
IL	IL	Math	6	2	Level 2	650	756	1
IL	IL	Math	6	3	Level 3	757	826	1
IL	IL	Math	6	4	Level 4	827	925	1
IL	IL	Math	6	5	Level 5	926	1400	1
IL	IL	Math	7	1	Level 1	0	686	1
IL	IL	Math	7	2	Level 2	687	777	1
IL	IL	Math	7	3	Level 3	778	860	1
IL	IL	Math	7	4	Level 4	861	960	1
IL	IL	Math	7	5	Level 5	961	1400	1
IL	IL	Math	8	1	Level 1	0	738	1
IL	IL	Math	8	2	Level 2	739	815	1
IL	IL	Math	8	3	Level 3	816	875	1
IL	IL	Math	8	4	Level 4	876	1007	1
IL	IL	Math	8	5	Level 5	1008	1400	1
IL	IL	Math	9	1	Level 1	0	747	0
IL	IL	Math	9	2	Level 2	748	819	0
IL	IL	Math	9	3	Level 3	820	877	0
IL	IL	Math	9	4	Level 4	878	1008	0
IL	IL	Math	9	5	Level 5	1009	1400	0
IL	IL	Math	10	1	Level 1	0	748	0
IL	IL	Math	10	2	Level 2	749	825	0
IL	IL	Math	10	3	Level 3	826	883	0
IL	IL	Math	10	4	Level 4	884	1024	0
IL	IL	Math	10	5	Level 5	1025	1400	0
IL	IL	Math	11	1	Level 1	0	769	0
IL	IL	Math	11	2	Level 2	770	839	0
IL	IL	Math	11	3	Level 3	840	900	0
IL	IL	Math	11	4	Level 4	901	1036	0
IL	IL	Math	11	5	Level 5	1037	1400	0
IL	IL	Math	12	1	Level 1	0	783	0
IL	IL	Math	12	2	Level 2	784	855	0
IL	IL	Math	12	3	Level 3	856	910	0
IL	IL	Math	12	4	Level 4	911	1076	0
IL	IL	Math	12	5	Level 5	1077	1400	0
IL	IL	Reading	1	1	Level 1	0	85	0
IL	IL	Reading	1	2	Level 2	86	134	0
IL	IL	Reading	1	3	Level 3	135	214	0
IL	IL	Reading	1	4	Level 4	215	460	0
IL	IL	Reading	1	5	Level 5	461	1400	0
IL	IL	Reading	2	1	Level 1	0	203	0
IL	IL	Reading	2	2	Level 2	204	301	0
IL	IL	Reading	2	3	Level 3	302	391	0
IL	IL	Reading	2	4	Level 4	392	658	0
IL	IL	Reading	2	5	Level 5	659	1400	0
IL	IL	Reading	3	1	Level 1	0	303	1
IL	IL	Reading	3	2	Level 2	304	412	1
IL	IL	Reading	3	3	Level 3	413	513	1
IL	IL	Reading	3	4	Level 4	514	923	1
IL	IL	Reading	3	5	Level 5	924	1400	1
IL	IL	Reading	4	1	Level 1	0	334	1
IL	IL	Reading	4	2	Level 2	335	441	1
IL	IL	Reading	4	3	Level 3	442	570	1
IL	IL	Reading	4	4	Level 4	571	1019	1
IL	IL	Reading	4	5	Level 5	1020	1400	1
IL	IL	Reading	5	1	Level 1	0	371	1
IL	IL	Reading	5	2	Level 2	372	507	1
IL	IL	Reading	5	3	Level 3	508	662	1
IL	IL	Reading	5	4	Level 4	663	1178	1
IL	IL	Reading	5	5	Level 5	1179	1400	1
IL	IL	Reading	6	1	Level 1	0	416	1
IL	IL	Reading	6	2	Level 2	417	560	1
IL	IL	Reading	6	3	Level 3	561	776	1
IL	IL	Reading	6	4	Level 4	777	1251	1
IL	IL	Reading	6	5	Level 5	1252	1400	1
IL	IL	Reading	7	1	Level 1	0	466	1
IL	IL	Reading	7	2	Level 2	467	614	1
IL	IL	Reading	7	3	Level 3	615	829	1
IL	IL	Reading	7	4	Level 4	830	1292	1
IL	IL	Reading	7	5	Level 5	1293	1400	1
IL	IL	Reading	8	1	Level 1	0	526	1
IL	IL	Reading	8	2	Level 2	527	678	1
IL	IL	Reading	8	3	Level 3	679	908	1
IL	IL	Reading	8	4	Level 4	909	1320	1
IL	IL	Reading	8	5	Level 5	1321	1400	1
IL	IL	Reading	9	1	Level 1	0	596	1
IL	IL	Reading	9	2	Level 2	597	825	1
IL	IL	Reading	9	3	Level 3	826	1035	1
IL	IL	Reading	9	4	Level 4	1036	1324	1
IL	IL	Reading	9	5	Level 5	1325	1400	1
IL	IL	Reading	10	1	Level 1	0	684	1
IL	IL	Reading	10	2	Level 2	685	900	1
IL	IL	Reading	10	3	Level 3	901	1075	1
IL	IL	Reading	10	4	Level 4	1076	1325	1
IL	IL	Reading	10	5	Level 5	1326	1400	1
IL	IL	Reading	11	1	Level 1	0	715	0
IL	IL	Reading	11	2	Level 2	716	921	0
IL	IL	Reading	11	3	Level 3	922	1130	0
IL	IL	Reading	11	4	Level 4	1131	1328	0
IL	IL	Reading	11	5	Level 5	1329	1400	0
IL	IL	Reading	12	1	Level 1	0	761	0
IL	IL	Reading	12	2	Level 2	762	968	0
IL	IL	Reading	12	3	Level 3	969	1190	0
IL	IL	Reading	12	4	Level 4	1191	1340	0
IL	IL	Reading	12	5	Level 5	1341	1400	0
IN	IN	Math	1	1	Did not Pass	0	405	0
IN	IN	Math	1	2	Pass and Pass+	406	1400	0
IN	IN	Math	2	1	Did not Pass	0	517	0
IN	IN	Math	2	2	Pass and Pass+	518	1400	0
IN	IN	Math	3	1	Did not Pass	0	607	1
IN	IN	Math	3	2	Pass and Pass+	608	1400	1
IN	IN	Math	4	1	Did not Pass	0	673	1
IN	IN	Math	4	2	Pass and Pass+	674	1400	1
IN	IN	Math	5	1	Did not Pass	0	723	1
IN	IN	Math	5	2	Pass and Pass+	724	1400	1
IN	IN	Math	6	1	Did not Pass	0	776	1
IN	IN	Math	6	2	Pass and Pass+	777	1400	1
IN	IN	Math	7	1	Did not Pass	0	810	1
IN	IN	Math	7	2	Pass and Pass+	811	1400	1
IN	IN	Math	8	1	Did not Pass	0	829	1
IN	IN	Math	8	2	Pass and Pass+	830	1400	1
IN	IN	Math	9	1	Did not Pass	0	831	0
IN	IN	Math	9	2	Pass and Pass+	832	1400	0
IN	IN	Math	10	1	Did not Pass	0	839	0
IN	IN	Math	10	2	Pass and Pass+	840	1400	0
IN	IN	Math	11	1	Did not Pass	0	853	0
IN	IN	Math	11	2	Pass and Pass+	854	1400	0
IN	IN	Math	12	1	Did not Pass	0	870	0
IN	IN	Math	12	2	Pass and Pass+	871	1400	0
IN	IN	Reading	1	1	Did not Pass	0	103	0
IN	IN	Reading	1	2	Pass and Pass+	104	1400	0
IN	IN	Reading	2	1	Did not Pass	0	264	0
IN	IN	Reading	2	2	Pass and Pass+	265	1400	0
IN	IN	Reading	3	1	Did not Pass	0	369	1
IN	IN	Reading	3	2	Pass and Pass+	370	1400	1
IN	IN	Reading	4	1	Did not Pass	0	478	1
IN	IN	Reading	4	2	Pass and Pass+	479	1400	1
IN	IN	Reading	5	1	Did not Pass	0	569	1
IN	IN	Reading	5	2	Pass and Pass+	570	1400	1
IN	IN	Reading	6	1	Did not Pass	0	634	1
IN	IN	Reading	6	2	Pass and Pass+	635	1400	1
IN	IN	Reading	7	1	Did not Pass	0	698	1
IN	IN	Reading	7	2	Pass and Pass+	699	1400	1
IN	IN	Reading	8	1	Did not Pass	0	790	1
IN	IN	Reading	8	2	Pass and Pass+	791	1400	1
IN	IN	Reading	9	1	Did not Pass	0	880	0
IN	IN	Reading	9	2	Pass and Pass+	881	1400	0
IN	IN	Reading	10	1	Did not Pass	0	905	0
IN	IN	Reading	10	2	Pass and Pass+	906	1400	0
IN	IN	Reading	11	1	Did not Pass	0	931	0
IN	IN	Reading	11	2	Pass and Pass+	932	1400	0
IN	IN	Reading	12	1	Did not Pass	0	975	0
IN	IN	Reading	12	2	Pass and Pass+	976	1400	0
KS	KS	Math	1	1	Level 1	0	327	0
KS	KS	Math	1	2	Level 2	328	420	0
KS	KS	Math	1	3	Level 3	421	498	0
KS	KS	Math	1	4	Level 4	499	1400	0
KS	KS	Math	2	1	Level 1	0	449	0
KS	KS	Math	2	2	Level 2	450	530	0
KS	KS	Math	2	3	Level 3	531	601	0
KS	KS	Math	2	4	Level 4	602	1400	0
KS	KS	Math	3	1	Level 1	0	535	1
KS	KS	Math	3	2	Level 2	536	622	1
KS	KS	Math	3	3	Level 3	623	684	1
KS	KS	Math	3	4	Level 4	685	1400	1
KS	KS	Math	4	1	Level 1	0	593	1
KS	KS	Math	4	2	Level 2	594	718	1
KS	KS	Math	4	3	Level 3	719	781	1
KS	KS	Math	4	4	Level 4	782	1400	1
KS	KS	Math	5	1	Level 1	0	683	1
KS	KS	Math	5	2	Level 2	684	785	1
KS	KS	Math	5	3	Level 3	786	837	1
KS	KS	Math	5	4	Level 4	838	1400	1
KS	KS	Math	6	1	Level 1	0	706	1
KS	KS	Math	6	2	Level 2	707	813	1
KS	KS	Math	6	3	Level 3	814	869	1
KS	KS	Math	6	4	Level 4	870	1400	1
KS	KS	Math	7	1	Level 1	0	707	1
KS	KS	Math	7	2	Level 2	708	845	1
KS	KS	Math	7	3	Level 3	846	920	1
KS	KS	Math	7	4	Level 4	921	1400	1
KS	KS	Math	8	1	Level 1	0	808	1
KS	KS	Math	8	2	Level 2	809	888	1
KS	KS	Math	8	3	Level 3	889	944	1
KS	KS	Math	8	4	Level 4	945	1400	1
KS	KS	Math	9	1	Level 1	0	815	0
KS	KS	Math	9	2	Level 2	816	891	0
KS	KS	Math	9	3	Level 3	892	949	0
KS	KS	Math	9	4	Level 4	950	1400	0
KS	KS	Math	10	1	Level 1	0	853	0
KS	KS	Math	10	2	Level 2	854	909	0
KS	KS	Math	10	3	Level 3	910	974	0
KS	KS	Math	10	4	Level 4	975	1400	0
KS	KS	Math	11	1	Level 1	0	868	0
KS	KS	Math	11	2	Level 2	869	926	0
KS	KS	Math	11	3	Level 3	927	988	0
KS	KS	Math	11	4	Level 4	989	1400	0
KS	KS	Math	12	1	Level 1	0	884	0
KS	KS	Math	12	2	Level 2	885	934	0
KS	KS	Math	12	3	Level 3	935	1005	0
KS	KS	Math	12	4	Level 4	1006	1400	0
KS	KS	Reading	1	1	Level 1	0	87	0
KS	KS	Reading	1	2	Level 2	88	165	0
KS	KS	Reading	1	3	Level 3	166	281	0
KS	KS	Reading	1	4	Level 4	282	1400	0
KS	KS	Reading	2	1	Level 1	0	220	0
KS	KS	Reading	2	2	Level 2	221	337	0
KS	KS	Reading	2	3	Level 3	338	467	0
KS	KS	Reading	2	4	Level 4	468	1400	0
KS	KS	Reading	3	1	Level 1	0	318	1
KS	KS	Reading	3	2	Level 2	319	452	1
KS	KS	Reading	3	3	Level 3	453	606	1
KS	KS	Reading	3	4	Level 4	607	1400	1
KS	KS	Reading	4	1	Level 1	0	326	1
KS	KS	Reading	4	2	Level 2	327	508	1
KS	KS	Reading	4	3	Level 3	509	768	1
KS	KS	Reading	4	4	Level 4	769	1400	1
KS	KS	Reading	5	1	Level 1	0	469	1
KS	KS	Reading	5	2	Level 2	470	630	1
KS	KS	Reading	5	3	Level 3	631	869	1
KS	KS	Reading	5	4	Level 4	870	1400	1
KS	KS	Reading	6	1	Level 1	0	577	1
KS	KS	Reading	6	2	Level 2	578	784	1
KS	KS	Reading	6	3	Level 3	785	1199	1
KS	KS	Reading	6	4	Level 4	1200	1400	1
KS	KS	Reading	7	1	Level 1	0	614	1
KS	KS	Reading	7	2	Level 2	615	872	1
KS	KS	Reading	7	3	Level 3	873	1290	1
KS	KS	Reading	7	4	Level 4	1291	1400	1
KS	KS	Reading	8	1	Level 1	0	652	1
KS	KS	Reading	8	2	Level 2	653	1050	1
KS	KS	Reading	8	3	Level 3	1051	1335	1
KS	KS	Reading	8	4	Level 4	1336	1400	1
KS	KS	Reading	9	1	Level 1	0	725	0
KS	KS	Reading	9	2	Level 2	726	1146	0
KS	KS	Reading	9	3	Level 3	1147	1340	0
KS	KS	Reading	9	4	Level 4	1341	1400	0
KS	KS	Reading	10	1	Level 1	0	793	0
KS	KS	Reading	10	2	Level 2	794	1187	0
KS	KS	Reading	10	3	Level 3	1188	1344	0
KS	KS	Reading	10	4	Level 4	1345	1400	0
KS	KS	Reading	11	1	Level 1	0	841	0
KS	KS	Reading	11	2	Level 2	842	1216	0
KS	KS	Reading	11	3	Level 3	1217	1345	0
KS	KS	Reading	11	4	Level 4	1346	1400	0
KS	KS	Reading	12	1	Level 1	0	878	0
KS	KS	Reading	12	2	Level 2	879	1263	0
KS	KS	Reading	12	3	Level 3	1264	1346	0
KS	KS	Reading	12	4	Level 4	1347	1400	0
KY	KY	Math	1	1	Novice	0	360	0
KY	KY	Math	1	2	Apprentice	361	449	0
KY	KY	Math	1	3	Proficient	450	549	0
KY	KY	Math	1	4	Distinguished	550	1400	0
KY	KY	Math	2	1	Novice	0	477	0
KY	KY	Math	2	2	Apprentice	478	553	0
KY	KY	Math	2	3	Proficient	554	642	0
KY	KY	Math	2	4	Distinguished	643	1400	0
KY	KY	Math	3	1	Novice	0	568	1
KY	KY	Math	3	2	Apprentice	569	649	1
KY	KY	Math	3	3	Proficient	650	723	1
KY	KY	Math	3	4	Distinguished	724	1400	1
KY	KY	Math	4	1	Novice	0	623	1
KY	KY	Math	4	2	Apprentice	624	719	1
KY	KY	Math	4	3	Proficient	720	787	1
KY	KY	Math	4	4	Distinguished	788	1400	1
KY	KY	Math	5	1	Novice	0	646	1
KY	KY	Math	5	2	Apprentice	647	769	1
KY	KY	Math	5	3	Proficient	770	839	1
KY	KY	Math	5	4	Distinguished	840	1400	1
KY	KY	Math	6	1	Novice	0	673	1
KY	KY	Math	6	2	Apprentice	674	781	1
KY	KY	Math	6	3	Proficient	782	871	1
KY	KY	Math	6	4	Distinguished	872	1400	1
KY	KY	Math	7	1	Novice	0	704	1
KY	KY	Math	7	2	Apprentice	705	812	1
KY	KY	Math	7	3	Proficient	813	888	1
KY	KY	Math	7	4	Distinguished	889	1400	1
KY	KY	Math	8	1	Novice	0	725	1
KY	KY	Math	8	2	Apprentice	726	828	1
KY	KY	Math	8	3	Proficient	829	908	1
KY	KY	Math	8	4	Distinguished	909	1400	1
KY	KY	Math	9	1	Novice	0	736	0
KY	KY	Math	9	2	Apprentice	737	828	0
KY	KY	Math	9	3	Proficient	829	911	0
KY	KY	Math	9	4	Distinguished	912	1400	0
KY	KY	Math	10	1	Novice	0	739	0
KY	KY	Math	10	2	Apprentice	740	832	0
KY	KY	Math	10	3	Proficient	833	916	0
KY	KY	Math	10	4	Distinguished	917	1400	0
KY	KY	Math	11	1	Novice	0	752	0
KY	KY	Math	11	2	Apprentice	753	846	0
KY	KY	Math	11	3	Proficient	847	933	0
KY	KY	Math	11	4	Distinguished	934	1400	0
KY	KY	Math	12	1	Novice	0	761	0
KY	KY	Math	12	2	Apprentice	762	863	0
KY	KY	Math	12	3	Proficient	864	939	0
KY	KY	Math	12	4	Distinguished	940	1400	0
KY	KY	Reading	1	1	Novice	0	95	0
KY	KY	Reading	1	2	Apprentice	96	167	0
KY	KY	Reading	1	3	Proficient	168	262	0
KY	KY	Reading	1	4	Distinguished	263	1400	0
KY	KY	Reading	2	1	Novice	0	239	0
KY	KY	Reading	2	2	Apprentice	240	323	0
KY	KY	Reading	2	3	Proficient	324	432	0
KY	KY	Reading	2	4	Distinguished	433	1400	0
KY	KY	Reading	3	1	Novice	0	336	1
KY	KY	Reading	3	2	Apprentice	337	433	1
KY	KY	Reading	3	3	Proficient	434	552	1
KY	KY	Reading	3	4	Distinguished	553	1400	1
KY	KY	Reading	4	1	Novice	0	421	1
KY	KY	Reading	4	2	Apprentice	422	530	1
KY	KY	Reading	4	3	Proficient	531	680	1
KY	KY	Reading	4	4	Distinguished	681	1400	1
KY	KY	Reading	5	1	Novice	0	510	1
KY	KY	Reading	5	2	Apprentice	511	600	1
KY	KY	Reading	5	3	Proficient	601	804	1
KY	KY	Reading	5	4	Distinguished	805	1400	1
KY	KY	Reading	6	1	Novice	0	562	1
KY	KY	Reading	6	2	Apprentice	563	682	1
KY	KY	Reading	6	3	Proficient	683	939	1
KY	KY	Reading	6	4	Distinguished	940	1400	1
KY	KY	Reading	7	1	Novice	0	603	1
KY	KY	Reading	7	2	Apprentice	604	778	1
KY	KY	Reading	7	3	Proficient	779	1068	1
KY	KY	Reading	7	4	Distinguished	1069	1400	1
KY	KY	Reading	8	1	Novice	0	685	1
KY	KY	Reading	8	2	Apprentice	686	890	1
KY	KY	Reading	8	3	Proficient	891	1186	1
KY	KY	Reading	8	4	Distinguished	1187	1400	1
KY	KY	Reading	9	1	Novice	0	803	0
KY	KY	Reading	9	2	Apprentice	804	965	0
KY	KY	Reading	9	3	Proficient	966	1255	0
KY	KY	Reading	9	4	Distinguished	1256	1400	0
KY	KY	Reading	10	1	Novice	0	843	0
KY	KY	Reading	10	2	Apprentice	844	1015	0
KY	KY	Reading	10	3	Proficient	1016	1296	0
KY	KY	Reading	10	4	Distinguished	1297	1400	0
KY	KY	Reading	11	1	Novice	0	881	0
KY	KY	Reading	11	2	Apprentice	882	1077	0
KY	KY	Reading	11	3	Proficient	1078	1312	0
KY	KY	Reading	11	4	Distinguished	1313	1400	0
KY	KY	Reading	12	1	Novice	0	907	0
KY	KY	Reading	12	2	Apprentice	908	1149	0
KY	KY	Reading	12	3	Proficient	1150	1325	0
KY	KY	Reading	12	4	Distinguished	1326	1400	0
LA	LA	Math	1	1	Level 1	0	297	0
LA	LA	Math	1	2	Level 2	298	381	0
LA	LA	Math	1	3	Level 3	382	448	0
LA	LA	Math	1	4	Level 4	449	569	0
LA	LA	Math	1	5	Level 5	570	1400	0
LA	LA	Math	2	1	Level 1	0	422	0
LA	LA	Math	2	2	Level 2	423	497	0
LA	LA	Math	2	3	Level 3	498	557	0
LA	LA	Math	2	4	Level 4	558	659	0
LA	LA	Math	2	5	Level 5	660	1400	0
LA	LA	Math	3	1	Level 1	0	503	1
